Date,Adj Close,Close,High,Low,Open,Volume
2024-09-09,1449.928466796875,1462.449951171875,1469.925048828125,1455.5999755859375,1466.5,9010298
2024-09-10,1449.011474609375,1461.5250244140625,1472.050048828125,1457.574951171875,1460.5,10768260
2024-09-11,1439.072265625,1451.5,1468.75,1447.550048828125,1463.050048828125,9760202
2024-09-12,1467.1298828125,1479.800048828125,1486.0,1445.875,1457.0,22349376
2024-09-13,1460.016357421875,1472.625,1483.1500244140625,1469.5,1476.4000244140625,8711328
2024-09-16,1458.7523193359375,1471.3499755859375,1480.9000244140625,1464.75,1477.550048828125,5481774
2024-09-17,1459.6942138671875,1472.300048828125,1477.4749755859375,1466.625,1474.0,5935328
2024-09-18,1450.9197998046875,1463.449951171875,1482.0,1460.550048828125,1470.0,8574714
2024-09-19,1457.0916748046875,1469.675048828125,1476.5,1455.550048828125,1466.25,16955902
2024-09-20,1473.2025146484375,1485.925048828125,1495.0,1471.375,1474.0,30897320
2024-09-23,1480.5887451171875,1493.375,1501.5,1488.949951171875,1491.0,8832314
2024-09-24,1476.6229248046875,1489.375,1500.5,1487.875,1488.5,17137444
2024-09-25,1481.15869140625,1493.949951171875,1496.5,1480.199951171875,1483.9000244140625,7069002
2024-09-26,1485.12451171875,1497.949951171875,1504.0,1488.050048828125,1490.6500244140625,18818998
2024-09-27,1513.10791015625,1526.175048828125,1533.4749755859375,1492.0,1499.0,20597478
2024-09-30,1463.9324951171875,1476.574951171875,1524.9749755859375,1474.4000244140625,1519.4000244140625,27008814
2024-10-01,1452.2830810546875,1464.824951171875,1487.949951171875,1462.824951171875,1480.6500244140625,16431642
2024-10-03,1394.928466796875,1406.9749755859375,1449.4000244140625,1402.074951171875,1436.574951171875,37757294
2024-10-04,1374.653564453125,1386.5250244140625,1417.3499755859375,1381.7750244140625,1403.925048828125,37072876
2024-10-07,1358.98876953125,1370.7249755859375,1396.5,1361.375,1393.5,22181340
2024-10-08,1385.3857421875,1397.3499755859375,1401.0,1365.0999755859375,1372.9749755859375,17020808
2024-10-09,1362.8306884765625,1374.5999755859375,1400.9749755859375,1372.5,1397.5250244140625,14310610
2024-10-10,1359.31103515625,1371.050048828125,1386.0,1369.425048828125,1380.0250244140625,22358646
2024-10-11,1360.35205078125,1372.0999755859375,1383.2750244140625,1368.824951171875,1370.0,7980122
2024-10-14,1360.7734375,1372.5250244140625,1380.074951171875,1368.25,1379.449951171875,12221432
2024-10-15,1332.5174560546875,1344.0250244140625,1371.699951171875,1340.699951171875,1358.5250244140625,33762794
2024-10-16,1342.4814453125,1354.074951171875,1364.0,1337.625,1340.0,20034438
2024-10-17,1344.811279296875,1356.425048828125,1368.449951171875,1352.050048828125,1365.699951171875,15543660
2024-10-18,1347.66162109375,1359.300048828125,1368.425048828125,1341.324951171875,1352.175048828125,12082452
2024-10-21,1357.4769287109375,1369.199951171875,1374.0,1357.7249755859375,1367.125,14067408
2024-10-22,1331.84814453125,1343.3499755859375,1376.0,1340.2249755859375,1369.199951171875,15831960
2024-10-23,1327.064453125,1338.5250244140625,1357.4749755859375,1335.0,1337.5,17214742
2024-10-24,1328.3287353515625,1339.800048828125,1343.699951171875,1323.125,1335.2750244140625,22155934
2024-10-25,1316.4808349609375,1327.8499755859375,1344.3499755859375,1322.0,1343.5,18597496
2024-10-28,1322.9251708984375,1334.3499755859375,1353.0,1322.0999755859375,1337.0,10824350
2024-10-29,1328.52685546875,1340.0,1343.199951171875,1320.300048828125,1328.0999755859375,12008361
2024-10-30,1332.3935546875,1343.9000244140625,1350.0,1325.3499755859375,1335.0,11984423
2024-10-31,1320.64501953125,1332.050048828125,1343.0,1326.1500244140625,1340.0,9331650
2024-11-01,1327.1884765625,1338.6500244140625,1341.949951171875,1333.0,1333.050048828125,2127335
2024-11-04,1291.0009765625,1302.1500244140625,1340.0,1285.0999755859375,1337.8499755859375,19796890
2024-11-05,1294.1240234375,1305.300048828125,1309.550048828125,1286.1500244140625,1293.0,16267479
2024-11-06,1314.0023193359375,1325.3499755859375,1328.300048828125,1300.199951171875,1310.0,21625209
2024-11-07,1294.4710693359375,1305.6500244140625,1324.0,1302.5999755859375,1324.0,9611974
2024-11-08,1272.7584228515625,1283.75,1301.6500244140625,1275.0,1297.6500244140625,19814406
2024-11-11,1261.802978515625,1272.699951171875,1286.0,1267.0,1278.949951171875,9056552
2024-11-12,1263.33984375,1274.25,1289.300048828125,1267.5,1275.550048828125,10671091
2024-11-13,1241.3299560546875,1252.050048828125,1275.449951171875,1249.5,1270.25,14633633
2024-11-14,1256.746826171875,1267.5999755859375,1272.5999755859375,1251.0999755859375,1253.5999755859375,12612633
2024-11-18,1249.9554443359375,1260.75,1272.9000244140625,1243.9000244140625,1267.5999755859375,13620611
2024-11-19,1231.0189208984375,1241.6500244140625,1281.5,1235.1500244140625,1260.75,14183746
2024-11-21,1212.5286865234375,1223.0,1243.949951171875,1217.25,1241.6500244140625,19433843
2024-11-22,1254.5655517578125,1265.4000244140625,1268.8499755859375,1222.449951171875,1229.4000244140625,20471957
2024-11-25,1275.9805908203125,1287.0,1304.449951171875,1282.449951171875,1290.0,28923341
2024-11-26,1284.606201171875,1295.699951171875,1297.8499755859375,1284.199951171875,1294.949951171875,9247557
2024-11-27,1282.1275634765625,1293.199951171875,1303.8499755859375,1286.0,1293.5,9572746
2024-11-28,1259.91943359375,1270.800048828125,1296.5999755859375,1269.050048828125,1289.949951171875,15027412
2024-11-29,1281.1361083984375,1292.199951171875,1299.5,1275.25,1280.0,13202307
2024-12-02,1297.941162109375,1309.1500244140625,1311.3499755859375,1277.050048828125,1288.0,11024152
2024-12-03,1311.9698486328125,1323.300048828125,1326.800048828125,1307.0,1317.0,16869482
2024-12-04,1297.74267578125,1308.949951171875,1328.4000244140625,1304.050048828125,1326.0,19608540
2024-12-05,1310.7305908203125,1322.050048828125,1329.949951171875,1306.1500244140625,1314.3499755859375,16858723
2024-12-06,1300.3204345703125,1311.550048828125,1323.9000244140625,1310.0,1323.9000244140625,9037514
2024-12-09,1284.0609130859375,1295.1500244140625,1315.0,1293.0999755859375,1303.0,14650002
2024-12-10,1273.8489990234375,1284.8499755859375,1294.9000244140625,1280.199951171875,1289.25,16043729
2024-12-11,1267.2559814453125,1278.199951171875,1290.0,1276.050048828125,1285.0,11724373
2024-12-12,1252.0870361328125,1262.9000244140625,1278.199951171875,1260.5999755859375,1270.0,20906813
2024-12-13,1261.951904296875,1272.8499755859375,1275.199951171875,1239.5999755859375,1260.0,28630222
2024-12-16,1257.44091796875,1268.300048828125,1281.0,1266.550048828125,1275.0,9486781
2024-12-17,1234.6376953125,1245.300048828125,1263.9000244140625,1242.800048828125,1261.050048828125,17462791
2024-12-18,1242.5196533203125,1253.25,1259.949951171875,1240.6500244140625,1240.6500244140625,12670179
2024-12-19,1219.914794921875,1230.449951171875,1244.9000244140625,1229.0,1239.0,14244653
2024-12-20,1194.980224609375,1205.300048828125,1239.5,1201.5,1224.0,20312896
2024-12-23,1211.834716796875,1222.300048828125,1227.199951171875,1213.199951171875,1215.0,10052824
2024-12-24,1212.28076171875,1222.75,1233.550048828125,1221.0,1222.300048828125,6734917
2024-12-26,1206.1339111328125,1216.550048828125,1227.699951171875,1214.25,1224.25,10016178
2024-12-27,1210.595458984375,1221.050048828125,1227.9000244140625,1217.0,1218.300048828125,7000397
2024-12-30,1200.333984375,1210.699951171875,1223.199951171875,1208.0999755859375,1216.4000244140625,8818766
2024-12-31,1205.043212890625,1215.449951171875,1219.0999755859375,1206.1500244140625,1208.0,6405475
2025-01-01,1210.7935791015625,1221.25,1226.300048828125,1211.5999755859375,1214.8499755859375,5892590
2025-01-02,1231.167724609375,1241.800048828125,1244.449951171875,1220.0,1221.25,15486276
2025-01-03,1240.437744140625,1251.1500244140625,1262.050048828125,1235.5,1243.9000244140625,15521102
2025-01-06,1207.5714111328125,1218.0,1262.0,1215.0,1253.949951171875,14816766
2025-01-07,1230.2257080078125,1240.8499755859375,1244.5,1221.25,1222.0,10070505
2025-01-08,1254.664794921875,1265.5,1271.050048828125,1245.3499755859375,1249.0,19346579
2025-01-09,1244.0067138671875,1254.75,1269.75,1248.050048828125,1267.0,12794704
2025-01-10,1231.266845703125,1241.9000244140625,1256.75,1236.0,1253.8499755859375,8120332
2025-01-13,1229.234375,1239.8499755859375,1245.25,1226.4000244140625,1230.0,13764861
2025-01-14,1228.143798828125,1238.75,1253.3499755859375,1227.25,1244.0999755859375,13095266
2025-01-15,1241.478515625,1252.199951171875,1257.0,1241.8499755859375,1244.949951171875,9578856
2025-01-16,1255.6065673828125,1266.449951171875,1275.0,1251.300048828125,1258.9000244140625,14117603
2025-01-17,1291.19921875,1302.3499755859375,1326.0,1285.0,1322.25,29366277
2025-01-20,1294.272705078125,1305.449951171875,1316.0,1300.25,1316.0,14040244
2025-01-21,1262.7945556640625,1273.699951171875,1313.0,1270.199951171875,1310.5,14562976
2025-01-22,1266.1654052734375,1277.0999755859375,1282.9000244140625,1268.699951171875,1278.300048828125,10273590
2025-01-23,1252.83056640625,1263.6500244140625,1277.3499755859375,1261.5999755859375,1270.0,8720682
2025-01-24,1235.6292724609375,1246.300048828125,1273.0,1243.5,1266.0,14235970
2025-01-27,1218.82421875,1229.3499755859375,1240.449951171875,1220.0,1239.0999755859375,9536019
2025-01-28,1223.8311767578125,1234.4000244140625,1244.75,1218.5,1238.0,10568025
2025-01-29,1224.921630859375,1235.5,1242.75,1228.050048828125,1236.0,5928156
2025-01-30,1242.3214111328125,1253.050048828125,1257.0,1232.4000244140625,1235.550048828125,9269259
2025-01-31,1254.2681884765625,1265.0999755859375,1267.0,1249.0,1255.8499755859375,6584612
2025-02-01,1253.7724609375,1264.5999755859375,1270.550048828125,1241.0,1265.0999755859375,7118453
2025-02-03,1235.232666015625,1245.9000244140625,1256.0,1237.550048828125,1251.0,9252345
2025-02-04,1274.196044921875,1285.199951171875,1288.800048828125,1246.5999755859375,1248.050048828125,16691069
2025-02-05,1267.2559814453125,1278.199951171875,1290.5,1276.699951171875,1282.6500244140625,10112028
2025-02-06,1270.577392578125,1281.550048828125,1288.0,1270.3499755859375,1273.699951171875,9956001
2025-02-07,1255.8544921875,1266.699951171875,1283.699951171875,1262.0,1276.1500244140625,8764283
2025-02-10,1242.916259765625,1253.6500244140625,1266.5,1245.550048828125,1264.5,6970972
2025-02-11,1224.2772216796875,1234.8499755859375,1264.550048828125,1230.0999755859375,1264.550048828125,8859714
2025-02-12,1206.1339111328125,1216.550048828125,1226.9000244140625,1193.3499755859375,1219.449951171875,21131654
2025-02-13,1205.687744140625,1216.0999755859375,1228.0,1212.0,1217.050048828125,8511216
2025-02-14,1206.827880859375,1217.25,1224.0,1205.449951171875,1219.0,10298145
2025-02-17,1214.412353515625,1224.9000244140625,1227.5,1204.5,1211.0999755859375,8166683
2025-02-18,1214.908203125,1225.4000244140625,1229.9000244140625,1216.0999755859375,1224.8499755859375,6673250
2025-02-19,1216.9405517578125,1227.449951171875,1232.75,1217.550048828125,1219.5,6217338
2025-02-20,1222.4429931640625,1233.0,1239.3499755859375,1222.0,1223.949951171875,7795582
2025-02-21,1217.634521484375,1228.1500244140625,1240.0,1222.1500244140625,1228.699951171875,6904025
2025-02-24,1204.1510009765625,1214.550048828125,1223.25,1210.5,1216.550048828125,7172498
2025-02-25,1193.6912841796875,1204.0,1221.0,1201.5,1211.0,11552182
2025-02-27,1196.7647705078125,1207.0999755859375,1215.0,1200.6500244140625,1212.800048828125,11509215
2025-02-28,1189.82470703125,1200.0999755859375,1217.3499755859375,1193.300048828125,1202.0,23007298
2025-03-03,1161.2216796875,1171.25,1206.449951171875,1156.0,1204.0,17944938
2025-03-04,1151.9517822265625,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373
2025-03-05,1165.5345458984375,1175.5999755859375,1183.0,1157.0,1161.0,8664095
2025-03-06,1199.243408203125,1209.5999755859375,1213.949951171875,1185.1500244140625,1197.0,14468014
2025-03-07,1239.0992431640625,1249.800048828125,1254.800048828125,1212.0,1216.0,16474965
2025-03-10,1227.7967529296875,1238.4000244140625,1258.0,1235.4000244140625,1245.0,11931051
2025-03-11,1236.62060546875,1247.300048828125,1249.5,1229.75,1240.0,10089838
2025-03-12,1246.287109375,1257.050048828125,1263.0,1244.0,1258.0,11977555
2025-03-13,1237.215576171875,1247.9000244140625,1264.1500244140625,1243.8499755859375,1260.050048828125,9505270
2025-03-17,1228.2427978515625,1238.8499755859375,1257.4000244140625,1233.0999755859375,1242.1500244140625,16640917
2025-03-18,1228.2427978515625,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0
2025-03-19,1236.471923828125,1247.1500244140625,1253.25,1238.800048828125,1241.050048828125,16162399
2025-03-20,1258.2835693359375,1269.1500244140625,1273.0,1250.050048828125,1251.8499755859375,15971477
2025-03-21,1265.4217529296875,1276.3499755859375,1281.0,1270.0999755859375,1275.0,21780769
2025-03-24,1290.9512939453125,1302.0999755859375,1306.0,1284.25,1291.0,20299319
2025-03-25,1274.4439697265625,1285.449951171875,1307.699951171875,1282.5999755859375,1307.699951171875,13713899
2025-03-26,1262.150146484375,1273.050048828125,1293.800048828125,1268.75,1291.0,12074747
2025-03-27,1267.2559814453125,1278.199951171875,1285.0,1271.300048828125,1278.1500244140625,15028056
2025-03-28,1264.1824951171875,1275.0999755859375,1295.75,1269.0,1280.0,18147129
2025-04-01,1241.8751220703125,1252.5999755859375,1277.9000244140625,1249.300048828125,1264.5999755859375,12099648
2025-04-02,1240.437744140625,1251.1500244140625,1255.550048828125,1243.9000244140625,1247.550048828125,10142590
2025-04-03,1238.0086669921875,1248.699951171875,1251.800048828125,1233.050048828125,1233.050048828125,7434366
2025-04-04,1194.38525390625,1204.699951171875,1245.449951171875,1193.1500244140625,1241.0999755859375,17908652
2025-04-07,1155.7191162109375,1165.699951171875,1171.25,1114.8499755859375,1132.199951171875,22156106
2025-04-08,1172.0780029296875,1182.199951171875,1196.5999755859375,1163.300048828125,1172.0,19555040
2025-04-09,1175.2010498046875,1185.3499755859375,1189.800048828125,1168.0,1169.5,10223104
2025-04-11,1208.5133056640625,1218.949951171875,1222.6500244140625,1195.1500244140625,1195.1500244140625,11224242
2025-04-15,1229.4822998046875,1240.0999755859375,1251.0,1237.0999755859375,1251.0,13378535
2025-04-16,1228.689208984375,1239.300048828125,1240.9000244140625,1229.0,1234.0999755859375,8248464
2025-04-17,1263.5877685546875,1274.5,1280.199951171875,1227.5999755859375,1240.199951171875,15398401
2025-04-21,1284.4078369140625,1295.5,1300.9000244140625,1267.0,1270.0,10429964
2025-04-22,1280.144775390625,1291.199951171875,1303.9000244140625,1286.300048828125,1300.0,13051707
2025-04-23,1288.869384765625,1300.0,1306.0,1285.4000244140625,1297.0,10480888
2025-04-24,1290.4556884765625,1301.5999755859375,1304.5,1290.300048828125,1292.4000244140625,10468940
2025-04-25,1289.2659912109375,1300.4000244140625,1325.199951171875,1288.0999755859375,1303.5,14431012
2025-04-28,1357.0804443359375,1368.800048828125,1374.5999755859375,1320.199951171875,1340.0,31104496
2025-04-29,1387.7156982421875,1399.699951171875,1410.9000244140625,1370.0,1371.0,32538970
2025-04-30,1392.9703369140625,1405.0,1412.4000244140625,1369.0,1402.0,25480745
2025-05-02,1407.6436767578125,1419.800048828125,1426.699951171875,1409.0999755859375,1414.0,13007841
2025-05-05,1419.0452880859375,1431.300048828125,1439.5,1426.9000244140625,1431.0,12685649
2025-05-06,1408.7342529296875,1420.9000244140625,1432.0,1410.5999755859375,1431.0,14084117
2025-05-07,1393.9617919921875,1406.0,1424.4000244140625,1402.699951171875,1420.9000244140625,13440169
2025-05-08,1394.9532470703125,1407.0,1420.800048828125,1398.0,1404.0999755859375,16106175
2025-05-09,1365.4083251953125,1377.199951171875,1394.800048828125,1374.5,1385.5,13668904
2025-05-12,1424.2005615234375,1436.5,1439.0,1400.0,1400.0,10674081
2025-05-13,1403.57861328125,1415.699951171875,1447.699951171875,1412.4000244140625,1433.5,11407896
2025-05-14,1412.204345703125,1424.4000244140625,1429.9000244140625,1415.5,1420.0,5570160
2025-05-15,1441.7491455078125,1454.199951171875,1461.4000244140625,1412.699951171875,1425.0,20177211
2025-05-16,1443.9302978515625,1456.4000244140625,1461.0,1447.300048828125,1453.199951171875,9036695
2025-05-19,1428.4638671875,1440.800048828125,1454.5999755859375,1438.199951171875,1452.0999755859375,6195791
2025-05-20,1412.4024658203125,1424.5999755859375,1445.0,1421.800048828125,1438.199951171875,11270560
2025-05-21,1416.9630126953125,1429.199951171875,1436.199951171875,1418.0999755859375,1423.9000244140625,6136364
2025-05-22,1397.332763671875,1409.4000244140625,1423.800048828125,1396.9000244140625,1421.199951171875,12134466
2025-05-23,1414.5838623046875,1426.800048828125,1433.800048828125,1406.5999755859375,1406.5999755859375,6474883
2025-05-26,1422.5152587890625,1434.800048828125,1441.0,1425.0999755859375,1432.0,4842944
2025-05-27,1409.9239501953125,1422.0999755859375,1437.0,1413.9000244140625,1426.0999755859375,12640414
2025-05-28,1400.8028564453125,1412.9000244140625,1422.5999755859375,1410.699951171875,1420.0999755859375,5944611
2025-05-29,1405.660888671875,1417.800048828125,1420.0,1408.5999755859375,1412.0999755859375,13771917
2025-05-30,1408.7342529296875,1420.9000244140625,1430.5999755859375,1409.699951171875,1418.0,13788484
2025-06-02,1401.5958251953125,1413.699951171875,1417.5,1395.5999755859375,1412.0999755859375,8098668
2025-06-03,1393.466064453125,1405.5,1426.5,1403.4000244140625,1422.300048828125,11252626
2025-06-04,1411.3118896484375,1423.5,1425.699951171875,1406.0999755859375,1414.699951171875,8126827
2025-06-05,1430.0501708984375,1442.4000244140625,1454.699951171875,1423.5999755859375,1428.0,13716817
2025-06-06,1431.140625,1443.5,1451.5,1437.0,1441.0,8182161
2025-06-09,1436.3953857421875,1448.800048828125,1457.5,1445.300048828125,1457.0,7885125
2025-06-10,1426.1834716796875,1438.5,1453.9000244140625,1436.0,1450.0,7913181
2025-06-11,1436.4945068359375,1448.9000244140625,1468.5999755859375,1443.0999755859375,1445.800048828125,8195700
2025-06-12,1429.2569580078125,1441.5999755859375,1457.0,1434.4000244140625,1453.5,8828114
2025-06-13,1415.67431640625,1427.9000244140625,1435.5,1414.300048828125,1424.0,9757276
2025-06-16,1425.489501953125,1437.800048828125,1442.4000244140625,1424.4000244140625,1426.9000244140625,8458093
2025-06-17,1418.9459228515625,1431.199951171875,1448.0,1425.800048828125,1448.0,10366599
2025-06-18,1417.85546875,1430.0999755859375,1442.800048828125,1425.699951171875,1430.0,6681735
2025-06-19,1421.028076171875,1433.300048828125,1439.9000244140625,1425.699951171875,1430.0999755859375,10007230
2025-06-20,1453.6463623046875,1466.199951171875,1471.0,1428.0999755859375,1431.0,29010635
2025-06-23,1444.326904296875,1456.800048828125,1463.800048828125,1442.0,1453.0,5989078
2025-06-24,1438.378173828125,1450.800048828125,1475.0,1443.0999755859375,1465.0,16402744
2025-06-25,1454.737060546875,1467.300048828125,1472.4000244140625,1460.5,1464.0,7525851
2025-06-26,1482.4971923828125,1495.300048828125,1498.800048828125,1465.0999755859375,1469.0999755859375,14657893
2025-06-27,1502.425048828125,1515.4000244140625,1522.0,1496.9000244140625,1499.4000244140625,11117052
2025-06-30,1487.7518310546875,1500.5999755859375,1524.800048828125,1496.0,1513.800048828125,8409527
2025-07-01,1515.3138427734375,1528.4000244140625,1531.4000244140625,1500.0999755859375,1500.5999755859375,10368523
2025-07-02,1505.796142578125,1518.800048828125,1530.0,1508.699951171875,1528.4000244140625,6361002
2025-07-03,1504.8045654296875,1517.800048828125,1531.9000244140625,1513.0,1520.800048828125,11283291
2025-07-04,1514.223388671875,1527.300048828125,1530.0,1517.199951171875,1524.0,6603501
2025-07-07,1528.3016357421875,1541.5,1544.800048828125,1525.0,1526.5999755859375,7251074
2025-07-08,1524.43505859375,1537.5999755859375,1544.9000244140625,1530.199951171875,1536.0,7171261
2025-07-09,1505.9942626953125,1519.0,1551.0,1510.0999755859375,1536.699951171875,8870660
2025-07-10,1504.209716796875,1517.199951171875,1524.699951171875,1507.5,1519.699951171875,10047129
2025-07-11,1482.3980712890625,1495.199951171875,1515.0,1490.300048828125,1512.0,7234991
2025-07-14,1470.9964599609375,1483.699951171875,1500.0,1479.0999755859375,1492.199951171875,10311846
2025-07-15,1472.6820068359375,1485.4000244140625,1496.5,1482.4000244140625,1486.199951171875,8132454
2025-07-16,1472.8802490234375,1485.5999755859375,1491.0,1471.5,1473.0,10409983
2025-07-17,1463.759033203125,1476.4000244140625,1489.5999755859375,1473.9000244140625,1487.4000244140625,11854613
2025-07-18,1463.3624267578125,1476.0,1484.800048828125,1469.0999755859375,1484.800048828125,10296318
2025-07-21,1416.3682861328125,1428.5999755859375,1476.0,1423.0999755859375,1465.0,22442744
2025-07-22,1400.70361328125,1412.800048828125,1431.9000244140625,1410.699951171875,1427.4000244140625,20396320
2025-07-23,1412.4024658203125,1424.5999755859375,1426.0,1414.4000244140625,1426.0,8354596
2025-07-24,1390.8883056640625,1402.9000244140625,1423.0,1396.0,1419.199951171875,14740507
2025-07-25,1379.7841796875,1391.699951171875,1401.0,1384.0999755859375,1398.9000244140625,11854722
2025-07-28,1375.7193603515625,1387.5999755859375,1407.800048828125,1385.0,1392.300048828125,7748361
2025-07-29,1404.966796875,1417.0999755859375,1420.199951171875,1383.0,1383.0,10750072
2025-07-30,1398.0267333984375,1410.0999755859375,1423.300048828125,1401.300048828125,1418.0999755859375,7209849
2025-07-31,1378.2969970703125,1390.199951171875,1402.5999755859375,1382.199951171875,1388.0999755859375,17065827
2025-08-01,1381.76708984375,1393.699951171875,1405.9000244140625,1384.300048828125,1386.9000244140625,10321171
2025-08-04,1399.4146728515625,1411.5,1416.0999755859375,1391.699951171875,1395.0999755859375,6312820
2025-08-05,1379.7841796875,1391.699951171875,1411.0,1388.0999755859375,1411.0,9315972
2025-08-06,1380.8748779296875,1392.800048828125,1395.9000244140625,1383.300048828125,1391.9000244140625,5834312
2025-08-07,1377.50390625,1389.4000244140625,1393.699951171875,1366.0,1387.699951171875,9976705
2025-08-08,1356.0888671875,1367.800048828125,1397.199951171875,1365.0,1385.0,8793606
2025-08-11,1374.331298828125,1386.199951171875,1388.0,1361.199951171875,1370.0,9997486
2025-08-12,1368.5810546875,1380.4000244140625,1401.9000244140625,1375.199951171875,1381.9000244140625,12244664
2025-08-13,1370.7620849609375,1382.5999755859375,1391.800048828125,1377.5,1388.0,7457021
