Ticker,Date,RS_Rating,Close,Prev20High,RVOL,OBV_Up,MFI,VolSurge,Tight,BaseWeeks,StrictConfirm,HighQuality,R1,R3,R5,R10
VAIBHAVGBL.NS,2025-09-08,111.5,225.55809020996094,224.2540659436612,0.57,True,79.46142677601497,False,True,1,True,True,4.322882119850435,2.102309030978189,4.235283373387211,9.802028456570167
VAIBHAVGBL.NS,2025-09-09,111.5,235.30870056152344,230.24074223598896,8.77,True,84.58651619626687,True,False,1,True,True,0.17213326778715565,-2.1663437019877385,4.769294407935165,3.7658959025927308
VAIBHAVGBL.NS,2025-09-16,111.5,246.53126525878906,244.48631601968248,5.06,True,92.10023740580928,True,False,1,True,True,1.4546187819732381,-0.8855969295163635,-0.957721927032873,-9.721500212327127
VAIBHAVGBL.NS,2025-10-29,111.5,254.52342224121094,239.05284315054962,4.08,True,84.43780171721646,True,False,1,True,True,6.353828527496885,9.16394506693976,3.792494289871251,3.5388080427340984
VAIBHAVGBL.NS,2025-10-30,111.5,270.6954040527344,256.16331519864275,30.2,True,97.90269840244783,True,False,0,True,True,-1.7663517865036504,0.1970655052278225,-2.4450102123448447,-2.7202254934444725
VAIBHAVGBL.NS,2026-04-17,111.5,223.6999969482422,223.33999633789062,1.15,True,61.07310257929389,False,True,1,True,True,-1.6897625529120885,-0.05810890737451002,-3.8757256536535833,-0.004467817153452902
VAIBHAVGBL.NS,2026-05-07,111.5,233.49000549316406,228.60000610351562,3.1,True,75.32870007747363,True,True,3,True,True,0.6809697633662459,-7.443575516692224,-8.167376279742754,-2.3170172319293414
VARROC.NS,2025-09-05,110.3,602.0999755859375,578.853367907988,6.74,True,86.74168360998968,True,False,2,True,True,0.2740449229310826,1.204118965948231,-0.09134492862808985,5.132042130377434
VARROC.NS,2025-09-16,110.3,631.1500244140625,630.0,2.57,True,88.57879701258992,True,True,1,True,True,1.7903806315240578,0.29311186158234026,1.1170066577298687,-6.456468101673741
VARROC.NS,2025-11-07,110.3,640.8499755859375,633.7999877929688,2.12,True,65.14437391091548,True,True,5,True,True,1.0064777175241346,1.154720245919738,1.8647129066526436,2.5435046343290635
VARROC.NS,2026-04-15,110.3,539.5499877929688,535.8499755859375,0.66,True,66.11274949283128,False,True,0,True,True,-1.1305672734586603,-2.483544376253044,-1.0657029246762484,-3.530717861915411
VARROC.NS,2026-05-04,110.3,549.25,545.9000244140625,2.01,True,66.88227627046655,False,True,3,True,True,-2.0027309968138396,2.8675466545289074,1.2107463657828887,0.072831026684117
VARROC.NS,2026-05-07,110.3,565.0,553.7999877929688,2.79,True,78.08954250521849,True,True,3,True,True,-0.9115087458517745,-1.7433585107853977,-1.0353939090154918,0.5663738419524389
VARROC.NS,2026-05-25,110.3,581.8499755859375,574.5,2.38,True,72.50498437197955,False,True,3,True,True,-1.228832805519331,0.9366696632655103,-1.0655583796547408,-1.847555289346614
VBL.NS,2025-07-29,123.4,510.5333557128906,491.34407184624655,3.93,True,69.11817692955351,False,False,4,True,True,1.9427816954554311,0.046900151633466614,-0.6957792314340794,0.5062000434331582
VBL.NS,2025-07-30,123.4,520.451904296875,513.1749541349488,2.51,True,77.17158615790159,False,False,2,True,False,0.09576544572564849,-2.4924171029627518,-4.294563065169754,-2.0131207807968066
VBL.NS,2025-10-29,123.4,494.3590393066406,470.4617824271973,7.89,True,76.59799373258348,True,True,7,True,True,-2.0587367601906714,-4.178019880911088,-4.763346635877408,-8.567964369997771
VBL.NS,2026-01-06,123.4,497.75152587890625,495.85573458464006,1.92,True,72.99891973576821,True,True,5,True,True,2.175009175171394,-1.9745410299073174,0.4710881857513227,-1.9544923760548727
VBL.NS,2026-01-07,123.4,508.5776672363281,500.8945834098286,1.19,True,78.52121449044742,False,True,5,True,True,-1.7265090887990664,-3.1194882854698514,-1.4322229491584015,-6.219342693548358
VBL.NS,2026-04-15,123.4,445.1241149902344,433.5851693905867,1.45,True,60.82794207715059,False,True,1,True,True,3.3329615111985067,4.713280913039752,11.087427541818506,17.405451195876665
VBL.NS,2026-04-16,123.4,459.9599304199219,451.26826098839325,1.13,True,70.74170186564717,False,False,1,True,False,2.9322317385647167,5.364906916263812,5.180279388881348,11.683644211800615
VBL.NS,2026-04-17,123.4,473.447021484375,465.55458387750497,1.89,True,72.82029094555104,True,False,0,True,True,-1.5509563287454564,4.441871270121944,3.4923041976775426,8.502110879576996
VBL.NS,2026-04-21,123.4,484.6363525390625,476.49414913756203,1.04,True,81.24786894609059,False,False,0,True,False,2.0305072288364645,1.1028638529462897,6.8954729819419525,5.584323075679176
VBL.NS,2026-04-22,123.4,494.4769287109375,486.58447045620153,1.46,True,91.49347851353194,True,False,1,True,True,-2.161837731484628,4.828766489210046,5.687433577197343,2.926948186202316
VBL.NS,2026-04-27,123.4,518.3540649414062,498.2233443830931,3.63,True,86.77081462369148,True,False,1,True,True,-0.057826044516040565,-0.897852076244654,-2.2386368172337856,-3.2900440648353513
